,DispNum3,DispNum4,StDay,StMon,StYear,EndDay,EndMon,EndYear,Outcome,Settle,Fatality,FatalPre,MaxDur,MinDur,HiAct,HostLev,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version
207,375,,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,,466,466,20,5,1,4,4,0,0,0.0,0,4.01
208,377,,,4,1852,,6,1852,4.0,3.0,0.0,0.0,91,33,7,3,0,1,1,0,0,0.0,0,4.01
209,378,,24.0,3,1898,24.0,3,1898,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
210,379,,24.0,3,1898,10.0,4,1898,1.0,2.0,0.0,0.0,18,18,17,4,0,1,1,0,0,0.0,0,4.01
211,380,,10.0,5,1856,31.0,5,1856,5.0,3.0,0.0,0.0,22,22,16,4,1,1,1,0,0,0.0,0,4.01
212,381,,19.0,11,1864,27.0,11,1864,6.0,1.0,0.0,0.0,9,9,7,3,0,1,1,0,0,0.0,0,4.01
213,391,,6.0,9,1898,5.0,10,1898,4.0,3.0,0.0,0.0,30,30,16,4,0,4,1,0,0,0.0,0,4.01
214,394,,13.0,9,1914,13.0,3,1915,1.0,2.0,,,182,182,14,4,0,1,1,0,0,0.0,0,4.01
215,395,,,2,1916,10.0,3,1916,9.0,3.0,,,39,11,21,5,1,1,1,0,0,0.0,0,4.01
216,396,,14.0,8,1916,27.0,8,1916,9.0,,0.0,0.0,14,14,21,5,0,1,1,0,0,0.0,0,4.01
217,397,,17.0,8,1914,14.0,10,1915,9.0,3.0,,,424,424,21,5,1,1,3,0,0,0.0,0,4.01
218,398,,10.0,2,1915,21.0,7,1915,5.0,3.0,,,162,162,16,4,1,1,1,0,0,0.0,0,4.01
219,399,,9.0,10,1916,17.0,4,1917,9.0,,,,191,191,21,5,1,1,1,0,0,0.0,0,4.01
220,400,,5.0,4,1917,11.0,11,1918,,3.0,0.0,0.0,586,586,16,4,1,1,1,0,0,0.0,0,4.01
221,406,,1.0,4,1930,1.0,4,1930,5.0,3.0,0.0,0.0,1,1,11,3,0,1,1,0,0,0.0,0,4.01
222,407,,,9,1931,,9,1931,5.0,3.0,0.0,0.0,30,1,7,3,0,1,1,0,0,0.0,0,4.01
223,409,,31.0,5,1937,6.0,7,1937,4.0,3.0,1.0,,37,37,17,4,1,1,1,0,0,0.0,0,4.01
224,410,,23.0,9,1938,1.0,12,1938,4.0,3.0,0.0,0.0,70,70,7,3,0,1,1,0,0,0.0,0,4.01
225,414,,10.0,4,1941,11.0,12,1941,9.0,3.0,3.0,,246,246,21,5,1,1,1,0,0,0.0,0,4.01
226,418,,21.0,5,1940,25.0,10,1940,9.0,3.0,,,158,158,21,5,0,1,1,0,0,0.0,0,4.01
227,420,,30.0,4,1941,23.0,5,1941,1.0,2.0,,,24,24,17,4,1,1,2,0,0,0.0,0,4.01
228,421,,12.0,10,1941,,12,1941,5.0,3.0,0.0,0.0,81,51,16,4,0,1,1,0,0,0.0,0,4.01
229,501,,5.0,2,1831,5.0,2,1831,4.0,1.0,0.0,0.0,1,1,4,2,0,1,1,0,0,0.0,0,4.01
230,502,,12.0,2,1864,21.0,7,1864,6.0,1.0,0.0,0.0,161,161,7,3,0,1,2,0,0,0.0,0,4.01
231,503,,23.0,9,1939,18.0,10,1939,4.0,1.0,0.0,0.0,26,26,14,4,0,1,1,0,0,0.0,0,4.01
232,504,,,2,1940,15.0,6,1940,1.0,2.0,0.0,0.0,136,108,14,4,0,1,1,0,0,0.0,0,4.01
233,505,,10.0,6,1940,17.0,6,1940,1.0,2.0,0.0,0.0,8,8,13,4,0,1,1,0,0,0.0,0,4.01
234,506,,12.0,7,1881,,8,1881,5.0,3.0,0.0,0.0,51,21,7,3,0,1,1,0,0,0.0,0,4.01
235,507,,25.0,4,1882,17.0,6,1882,5.0,3.0,0.0,0.0,54,54,7,3,1,1,1,0,0,0.0,0,4.01
236,508,,9.0,7,1866,9.0,7,1866,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
237,509,,5.0,8,1866,7.0,8,1866,5.0,3.0,0.0,0.0,3,3,1,2,0,1,1,0,0,0.0,0,4.01
238,510,,2.0,4,1920,25.0,10,1922,3.0,3.0,0.0,0.0,937,937,16,4,0,1,1,0,0,0.0,0,4.01
239,511,,24.0,2,1899,,4,1899,5.0,3.0,0.0,0.0,66,37,7,3,1,1,1,0,0,0.0,0,4.01
240,518,,,3,1941,13.0,12,1941,9.0,3.0,,,288,258,21,5,1,1,3,0,0,0.0,0,4.01
241,521,,22.0,7,1917,11.0,11,1918,,3.0,0.0,0.0,478,478,18,4,0,1,2,0,0,0.0,0,4.01
242,522,,8.0,5,1918,11.0,11,1918,,3.0,0.0,0.0,188,188,18,4,0,1,2,0,0,0.0,0,4.01
243,523,,16.0,8,1941,29.0,1,1942,1.0,2.0,,,167,167,16,4,1,2,1,0,0,0.0,0,4.01
244,601,,20.0,1,1972,20.0,1,1972,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
245,602,,12.0,11,1972,22.0,11,1972,7.0,1.0,0.0,0.0,11,11,15,4,0,1,1,0,0,0.0,0,4.01
246,603,,2.0,8,1946,3.0,8,1946,5.0,3.0,0.0,0.0,2,2,7,3,1,1,2,0,0,0.0,0,4.01
247,604,,,7,1949,9.0,9,1949,1.0,2.0,,,71,41,16,4,1,1,1,0,0,0.0,0,4.01
248,605,,30.0,7,1956,12.0,12,1956,6.0,1.0,,,136,136,17,4,1,1,1,0,0,0.0,0,4.01
249,606,,20.0,10,1956,14.0,11,1956,1.0,2.0,6.0,,26,26,20,5,1,1,1,0,0,0.0,0,4.01
250,607,,13.0,4,1957,19.0,11,1957,5.0,3.0,2.0,,221,221,17,4,1,3,4,0,0,0.0,0,4.01
251,608,,7.0,11,1958,23.0,6,1959,5.0,3.0,0.0,0.0,229,229,15,4,1,1,3,0,0,0.0,0,4.01
252,610,,22.0,10,1962,30.0,6,1965,5.0,3.0,,,983,983,16,4,1,1,1,0,0,0.0,0,4.01
253,611,,23.0,2,1964,30.0,4,1975,2.0,2.0,6.0,,4085,4085,20,5,1,8,3,0,0,0.0,0,4.01
254,612,,27.0,2,1921,,5,1921,6.0,1.0,0.0,0.0,94,64,7,3,1,1,1,0,0,0.0,0,4.01
255,613,,23.0,11,1940,22.0,1,1941,1.0,2.0,6.0,,61,61,20,5,1,1,1,0,0,0.0,0,4.01
256,614,,23.0,2,1944,23.0,2,1944,,3.0,0.0,0.0,1,1,18,4,0,1,1,0,0,0.0,0,4.01
257,616,,1.0,11,1935,28.0,11,1935,5.0,3.0,,,28,28,17,4,1,1,1,0,0,0.0,0,4.01
258,617,,4.0,2,1942,4.0,2,1942,4.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
259,619,,15.0,11,1975,1.0,6,1976,1.0,1.0,0.0,0.0,200,200,16,4,1,1,1,0,0,0.0,0,4.01
260,620,,5.0,1,1939,16.0,1,1939,5.0,3.0,0.0,0.0,12,12,1,2,0,1,2,0,0,0.0,0,4.01
261,621,,16.0,1,1943,6.0,9,1945,,3.0,0.0,0.0,965,965,18,4,0,1,3,0,0,0.0,0,4.01
262,622,,9.0,9,1943,9.0,9,1943,,3.0,0.0,0.0,1,1,18,4,0,1,2,0,0,0.0,0,4.01
263,623,,,7,1965,28.0,11,1966,5.0,3.0,3.0,,516,486,16,4,1,1,1,0,0,0.0,0,4.01
264,624,,,4,1963,,4,1963,5.0,3.0,0.0,0.0,30,1,8,3,1,1,1,0,0,0.0,0,4.01
265,625,,29.0,7,1922,29.0,7,1922,4.0,3.0,0.0,0.0,1,1,1,2,0,2,1,0,0,0.0,0,4.01
266,632,,4.0,4,1917,11.0,11,1918,,3.0,0.0,0.0,587,587,18,4,0,1,1,0,0,0.0,0,4.01
267,633,,1.0,10,1949,7.0,8,1950,5.0,3.0,1.0,,311,311,16,4,1,2,1,0,0,0.0,0,4.01
268,634,,1.0,10,1949,24.0,1,1950,7.0,3.0,0.0,0.0,116,116,15,4,0,1,1,0,0,0.0,0,4.01
269,1002,,26.0,4,1963,3.0,6,1963,5.0,3.0,0.0,0.0,39,39,16,4,1,1,4,0,0,0.0,0,4.01
270,1006,,20.0,4,1950,4.0,8,1955,5.0,1.0,3.0,,1933,1933,17,4,1,1,1,0,0,0.0,0,4.01
271,1008,,17.0,10,1955,26.0,10,1956,5.0,3.0,3.0,,376,376,17,4,1,1,2,0,0,0.0,0,4.01
272,1013,,12.0,1,1957,7.0,11,1957,5.0,3.0,0.0,0.0,300,300,16,4,0,1,1,0,0,0.0,0,4.01
273,1017,,28.0,10,1965,28.0,10,1965,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
274,1018,,14.0,6,1962,4.0,7,1962,5.0,3.0,1.0,,21,21,17,4,1,1,1,0,0,0.0,0,4.01
275,1019,,25.0,8,1963,29.0,10,1963,5.0,3.0,1.0,,66,66,17,4,1,1,1,0,0,0.0,0,4.01
276,1020,,24.0,1,1964,5.0,9,1965,5.0,3.0,1.0,,591,591,17,4,1,1,1,0,0,0.0,0,4.01
277,1021,,15.0,4,1960,15.0,8,1962,4.0,1.0,2.0,,853,853,16,4,1,1,1,0,0,0.0,0,4.01
278,1022,,18.0,12,1961,17.0,8,1962,1.0,1.0,,,243,243,17,4,1,1,1,0,0,0.0,0,4.01
279,1023,,16.0,8,1951,14.0,12,1951,5.0,3.0,0.0,0.0,121,121,15,4,0,1,1,0,0,0.0,0,4.01
280,1024,,7.0,11,1957,27.0,2,1959,5.0,3.0,0.0,0.0,478,478,15,4,1,1,1,0,0,0.0,0,4.01
281,1025,,,8,1927,,9,1927,5.0,3.0,0.0,0.0,61,2,7,3,1,1,1,0,0,0.0,0,4.01
282,1026,,22.0,8,1928,13.0,5,1929,5.0,3.0,2.0,,265,265,17,4,1,1,1,0,0,0.0,0,4.01
283,1027,,15.0,6,1931,12.0,6,1935,1.0,1.0,6.0,,1459,1459,20,5,1,1,1,0,0,0.0,0,4.01
284,1028,,3.0,10,1936,4.0,10,1936,5.0,3.0,1.0,,2,2,17,4,1,1,1,0,0,0.0,0,4.01
285,1029,,,6,1938,21.0,7,1938,6.0,1.0,0.0,0.0,51,22,7,3,1,1,1,0,0,0.0,0,4.01
286,1035,,16.0,12,1966,10.0,6,1967,2.0,2.0,6.0,,177,177,20,5,1,6,1,0,0,0.0,0,4.01
287,1039,,11.0,6,1970,26.0,9,1970,5.0,3.0,3.0,,108,108,17,4,1,3,4,0,0,0.0,0,4.01
288,1042,,,6,1948,,6,1948,,,,,30,1,17,4,1,1,1,0,0,0.0,0,4.01
289,1043,,21.0,2,1973,21.0,2,1973,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
290,1046,,18.0,10,1971,24.0,10,1973,5.0,1.0,6.0,,738,738,20,5,1,5,1,0,0,0.0,0,4.01
291,1051,,12.0,5,1968,15.0,6,1968,5.0,3.0,,,35,35,16,4,1,1,1,0,0,0.0,0,4.01
292,1058,,,9,1943,,9,1943,7.0,3.0,0.0,0.0,30,1,15,4,0,1,1,0,0,0.0,0,4.01
293,1061,,12.0,4,1974,5.0,12,1975,5.0,3.0,,,603,603,17,4,1,1,2,0,0,0.0,0,4.01
294,1062,,28.0,8,1953,20.0,12,1953,5.0,3.0,0.0,0.0,115,115,7,3,1,1,1,0,0,0.0,0,4.01
295,1063,,,8,1908,23.0,12,1908,4.0,2.0,0.0,0.0,145,115,15,4,1,1,1,0,0,0.0,0,4.01
296,1066,,17.0,12,1941,17.0,12,1941,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
297,1067,,15.0,7,1967,7.0,8,1970,5.0,3.0,3.0,,1120,1120,17,4,1,1,1,0,0,0.0,0,4.01
298,1068,,15.0,8,1970,14.0,10,1970,7.0,3.0,0.0,0.0,61,61,15,4,0,1,1,0,0,0.0,0,4.01
299,1069,,23.0,7,1968,1.0,9,1968,7.0,1.0,0.0,0.0,41,41,15,4,0,1,1,0,0,0.0,0,4.01
300,1070,,11.0,2,1963,14.0,11,1965,5.0,3.0,4.0,,1008,1008,17,4,1,1,3,0,0,0.0,0,4.01
301,1072,,4.0,4,1968,13.0,12,1968,5.0,3.0,,,254,254,8,3,1,1,1,0,0,0.0,0,4.01
302,1073,,7.0,8,1954,8.0,6,1955,5.0,3.0,0.0,0.0,306,306,8,3,1,1,1,0,0,0.0,0,4.01
303,1074,,17.0,8,1961,19.0,12,1961,2.0,2.0,2.0,,125,125,17,4,1,1,1,0,0,0.0,0,4.01
304,1077,,22.0,9,1947,10.0,11,1947,1.0,2.0,0.0,0.0,50,50,7,3,1,1,1,0,0,0.0,0,4.01
305,1079,,13.0,3,1951,14.0,8,1951,5.0,3.0,1.0,,155,155,17,4,1,1,1,0,0,0.0,0,4.01
306,1081,,20.0,7,1971,13.0,8,1971,5.0,3.0,,,25,25,17,4,1,1,1,0,0,0.0,0,4.01
307,1082,,,7,1937,,12,1937,5.0,3.0,,,184,124,17,4,1,1,1,0,0,0.0,0,4.01
308,1083,,2.0,7,1962,19.0,10,1962,5.0,3.0,3.0,,110,110,17,4,1,1,1,0,0,0.0,0,4.01
309,1084,,30.0,9,1963,4.0,11,1963,5.0,3.0,3.0,,36,36,17,4,1,1,1,0,0,0.0,0,4.01
310,1086,,9.0,5,1909,23.0,3,1910,1.0,2.0,6.0,,319,319,20,5,1,1,1,0,0,0.0,0,4.01
311,1087,,23.0,5,1911,30.0,12,1911,1.0,2.0,,,222,222,16,4,1,1,1,0,0,0.0,0,4.01
312,1091,,1.0,2,1958,25.0,2,1958,5.0,3.0,0.0,0.0,25,25,15,4,1,1,1,0,0,0.0,0,4.01
313,1093,,,5,1900,6.0,4,1902,6.0,1.0,,,706,676,17,4,1,1,1,0,0,0.0,0,4.01
314,1094,,,11,1907,,11,1907,7.0,,0.0,0.0,30,1,15,4,0,1,1,0,0,0.0,0,4.01
315,1095,,,1,1912,18.0,2,1912,3.0,1.0,0.0,0.0,49,19,16,4,1,1,1,0,0,0.0,0,4.01
316,1097,,,7,1952,,9,1952,3.0,3.0,0.0,0.0,92,33,14,4,0,1,1,0,0,0.0,0,4.01
317,1098,,4.0,8,1955,,9,1955,3.0,3.0,0.0,0.0,58,29,14,4,0,1,1,0,0,0.0,0,4.01
318,1099,,,4,1958,19.0,8,1958,5.0,3.0,0.0,0.0,141,112,16,4,1,1,1,0,0,0.0,0,4.01
319,1100,,16.0,8,1959,29.0,9,1959,5.0,3.0,0.0,0.0,45,45,7,3,0,1,1,0,0,0.0,0,4.01
320,1101,,24.0,3,1960,24.0,3,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
321,1102,,17.0,9,1963,17.0,9,1963,5.0,1.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
322,1104,,6.0,5,1972,25.0,5,1972,5.0,3.0,,,20,20,16,4,1,1,1,0,0,0.0,0,4.01
323,1105,,18.0,11,1973,18.0,11,1973,5.0,3.0,,,1,1,16,4,0,1,1,0,0,0.0,0,4.01
324,1106,,,11,1975,11.0,3,1976,3.0,1.0,,,132,103,17,4,1,1,1,0,0,0.0,0,4.01
325,1107,,25.0,10,1971,28.0,10,1972,6.0,1.0,,,370,370,16,4,1,1,1,0,0,0.0,0,4.01
326,1108,,1.0,10,1962,22.0,12,1963,5.0,1.0,,,448,448,17,4,1,3,2,0,0,0.0,0,4.01
327,1109,,1.0,5,1966,14.0,5,1967,5.0,3.0,0.0,0.0,379,379,16,4,0,2,1,0,0,0.0,0,4.01
328,1110,,26.0,11,1969,12.0,12,1969,5.0,,1.0,,17,17,16,4,1,1,1,0,0,0.0,0,4.01
329,1112,,25.0,9,1949,,1,1950,5.0,1.0,0.0,0.0,129,99,12,3,0,1,1,0,0,0.0,0,4.01
330,1114,,23.0,6,1959,24.0,7,1959,5.0,3.0,0.0,0.0,32,32,7,3,1,2,1,0,0,0.0,0,4.01
331,1115,,8.0,5,1967,8.0,5,1967,5.0,3.0,1.0,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
332,1117,,23.0,11,1957,24.0,2,1958,5.0,3.0,0.0,0.0,94,94,17,4,1,1,1,0,0,0.0,0,4.01
333,1118,,1.0,1,1972,30.0,6,1972,5.0,3.0,,,182,182,15,4,1,1,1,0,0,0.0,0,4.01
334,1119,,1.0,1,1973,2.0,1,1974,6.0,1.0,,,367,367,17,4,1,1,1,0,0,0.0,0,4.01
335,1120,,,2,1901,17.0,6,1901,6.0,1.0,0.0,0.0,137,110,8,3,1,1,1,0,0,0.0,0,4.01
336,1123,,9.0,7,1962,19.0,8,1962,5.0,3.0,1.0,,42,42,16,4,1,1,1,0,0,0.0,0,4.01
337,1124,,29.0,12,1958,29.0,1,1959,5.0,3.0,1.0,,32,32,16,4,1,1,2,0,0,0.0,0,4.01
338,1127,,,1,1931,,1,1931,5.0,3.0,,,31,1,17,4,1,1,1,0,0,0.0,0,4.01
339,1128,,30.0,12,1931,1.0,4,1932,2.0,2.0,,,94,94,16,4,1,1,1,0,0,0.0,0,4.01
340,1129,,15.0,11,1933,23.0,6,1934,,,6.0,,221,221,20,5,1,1,4,0,0,0.0,0,4.01
341,1130,,1.0,10,1921,30.0,10,1921,1.0,2.0,,,30,30,17,4,1,1,1,0,0,0.0,0,4.01
342,1131,,15.0,11,1914,20.0,3,1917,3.0,3.0,,,857,857,17,4,1,1,1,0,0,0.0,0,4.01
343,1132,,3.0,11,1918,3.0,11,1918,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
344,1133,,8.0,5,1920,24.0,2,1921,5.0,3.0,,,293,293,16,4,1,1,2,0,0,0.0,0,4.01
345,1134,,13.0,8,1974,13.0,3,1975,6.0,3.0,3.0,,213,213,17,4,1,1,1,0,0,0.0,0,4.01
346,1135,,30.0,11,1971,3.0,6,1972,5.0,3.0,1.0,,187,187,17,4,1,1,1,0,0,0.0,0,4.01
347,1136,,6.0,4,1969,13.0,6,1969,5.0,3.0,0.0,0.0,69,69,16,4,1,1,1,0,0,0.0,0,4.01
348,1138,,22.0,9,1959,21.0,1,1960,5.0,3.0,1.0,,122,122,16,4,1,1,1,0,0,0.0,0,4.01
349,1139,,1.0,9,1932,25.0,5,1933,6.0,1.0,3.0,,267,267,17,4,1,1,1,0,0,0.0,0,4.01
350,1141,,,2,1934,19.0,5,1934,2.0,1.0,0.0,0.0,108,81,8,3,1,1,1,0,0,0.0,0,4.01
351,1142,,5.0,12,1917,26.0,12,1917,1.0,2.0,0.0,0.0,22,22,16,4,0,1,1,0,0,0.0,0,4.01
352,1143,,15.0,12,1919,,2,1921,1.0,2.0,0.0,0.0,442,415,15,4,1,1,1,0,0,0.0,0,4.01
353,1145,,,12,1901,29.0,1,1905,5.0,1.0,2.0,,1156,1126,15,4,1,1,1,0,0,0.0,0,4.01
354,1147,,,2,1910,,12,1910,4.0,3.0,0.0,0.0,334,277,13,4,1,1,1,0,0,0.0,0,4.01
355,1148,,22.0,4,1912,,3,1913,4.0,3.0,0.0,0.0,344,314,14,4,0,1,1,0,0,0.0,0,4.01
356,1149,,,11,1914,,1,1916,5.0,3.0,0.0,0.0,457,398,12,3,0,1,1,0,0,0.0,0,4.01
357,1150,,,2,1917,,5,1918,5.0,3.0,0.0,0.0,485,428,12,3,0,1,1,0,0,0.0,0,4.01
358,1151,,8.0,10,1932,12.0,11,1932,5.0,1.0,1.0,,36,36,17,4,1,1,1,0,0,0.0,0,4.01
359,1152,,,12,1934,,10,1936,1.0,2.0,0.0,0.0,701,641,16,4,1,1,1,0,0,0.0,0,4.01
360,1153,,,5,1938,27.0,6,1938,5.0,3.0,1.0,,58,28,17,4,1,1,1,0,0,0.0,0,4.01
361,1154,,1.0,6,1939,11.0,2,1942,1.0,2.0,5.0,,987,987,17,4,1,1,1,0,0,0.0,0,4.01
362,1155,,11.0,8,1951,15.0,8,1951,5.0,3.0,1.0,,5,5,17,4,1,1,1,0,0,0.0,0,4.01
363,1156,,24.0,1,1954,,10,1954,5.0,3.0,0.0,0.0,281,251,15,4,1,1,1,0,0,0.0,0,4.01
364,1157,,,8,1955,27.0,9,1955,5.0,3.0,0.0,0.0,58,28,12,3,1,1,1,0,0,0.0,0,4.01
365,1158,,11.0,1,1971,16.0,1,1971,7.0,1.0,0.0,0.0,6,6,15,4,0,1,1,0,0,0.0,0,4.01
366,1160,,,10,1907,,10,1907,5.0,3.0,0.0,0.0,31,1,16,4,1,1,1,0,0,0.0,0,4.01
367,1161,,18.0,1,1911,19.0,7,1911,6.0,1.0,1.0,,183,183,17,4,1,1,1,0,0,0.0,0,4.01
368,1162,,,4,1913,,5,1913,1.0,2.0,,,61,2,17,4,1,1,1,0,0,0.0,0,4.01
369,1163,,21.0,10,1902,12.0,7,1904,6.0,1.0,2.0,,631,631,17,4,1,1,1,0,0,0.0,0,4.01
370,1164,,,8,1918,,8,1918,5.0,3.0,0.0,0.0,31,1,15,4,0,1,1,0,0,0.0,0,4.01
371,1166,,14.0,10,1966,14.0,4,1967,6.0,1.0,0.0,0.0,183,183,14,4,0,1,1,0,0,0.0,0,4.01
372,1168,,,2,1922,20.0,8,1922,6.0,1.0,3.0,,201,174,17,4,1,1,1,0,0,0.0,0,4.01
373,1169,,,10,1927,14.0,2,1928,6.0,1.0,1.0,,137,107,17,4,1,1,1,0,0,0.0,0,4.01
374,1170,,,3,1929,9.0,7,1929,5.0,3.0,1.0,,131,101,16,4,1,2,1,0,0,0.0,0,4.01
375,1171,,28.0,8,1935,,9,1935,5.0,3.0,1.0,,34,5,17,4,1,1,1,0,0,0.0,0,4.01
376,1172,,28.0,1,1969,28.0,7,1969,5.0,3.0,0.0,0.0,182,182,14,4,0,1,1,0,0,0.0,0,4.01
377,1173,,19.0,4,1957,23.0,6,1957,6.0,1.0,0.0,0.0,66,66,17,4,1,1,1,0,0,0.0,0,4.01
378,1174,,17.0,9,1900,16.0,11,1901,5.0,3.0,,,426,426,17,4,1,1,1,0,0,0.0,0,4.01
379,1175,,19.0,2,1917,31.0,12,1917,6.0,1.0,0.0,0.0,316,316,14,4,1,1,1,0,0,0.0,0,4.01
380,1176,,,3,1920,14.0,5,1920,5.0,3.0,0.0,0.0,75,45,7,3,1,1,1,0,0,0.0,0,4.01
381,1177,,,3,1919,,3,1919,5.0,3.0,,,31,1,16,4,1,1,1,0,0,0.0,0,4.01
382,1178,,19.0,6,1902,,4,1903,1.0,2.0,0.0,0.0,316,287,13,4,1,1,1,0,0,0.0,0,4.01
383,1179,,,1,1906,,1,1906,6.0,1.0,0.0,0.0,31,1,11,3,0,1,1,0,0,0.0,0,4.01
384,1180,,19.0,11,1910,30.0,3,1911,6.0,1.0,1.0,,132,132,17,4,1,1,1,0,0,0.0,0,4.01
385,1181,,,5,1911,20.0,10,1911,5.0,3.0,0.0,0.0,173,143,7,3,1,1,1,0,0,0.0,0,4.01
386,1182,,,11,1918,,12,1918,5.0,3.0,0.0,0.0,61,2,11,3,0,1,1,0,0,0.0,0,4.01
387,1183,,,9,1922,,11,1922,5.0,3.0,0.0,0.0,91,33,11,3,0,1,1,0,0,0.0,0,4.01
388,1184,,15.0,7,1920,22.0,8,1920,5.0,3.0,,,39,39,17,4,1,1,2,0,0,0.0,0,4.01
389,1187,,22.0,3,1962,,4,1962,3.0,3.0,0.0,0.0,40,11,7,3,1,1,1,0,0,0.0,0,4.01
390,1189,,,11,1975,,7,1976,5.0,3.0,0.0,0.0,274,215,12,3,0,1,1,0,0,0.0,0,4.01
391,1190,,13.0,7,1976,12.0,8,1976,6.0,1.0,0.0,0.0,31,31,17,4,1,1,1,0,0,0.0,0,4.01
392,1191,,11.0,9,1976,11.0,9,1976,5.0,3.0,,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
393,1193,,,4,1954,24.0,2,1955,6.0,1.0,0.0,0.0,330,301,17,4,1,1,2,0,0,0.0,0,4.01
394,1195,,2.0,7,1918,30.0,8,1918,5.0,1.0,0.0,0.0,60,60,16,4,1,1,1,0,0,0.0,0,4.01
395,1196,,24.0,12,1913,,1,1914,5.0,1.0,0.0,0.0,39,9,7,3,1,1,1,0,0,0.0,0,4.01
396,1197,,1.0,9,1943,8.0,9,1943,5.0,3.0,,,8,8,17,4,1,1,1,0,0,0.0,0,4.01
397,1200,,10.0,2,1973,10.0,2,1973,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
398,1202,,5.0,1,1907,23.0,4,1907,2.0,2.0,6.0,,109,109,20,5,1,2,1,0,0,0.0,0,4.01
399,1203,,3.0,1,1909,25.0,5,1909,6.0,1.0,0.0,0.0,143,143,16,4,1,4,1,0,0,0.0,0,4.01
400,1204,,11.0,6,1907,13.0,11,1907,2.0,2.0,,,156,156,17,4,1,2,2,0,0,0.0,0,4.01
401,1205,,,3,1906,20.0,7,1906,5.0,1.0,6.0,,142,112,20,5,1,1,3,0,0,0.0,0,4.01
402,1206,,24.0,6,1969,18.0,7,1969,5.0,1.0,6.0,,25,25,20,5,1,1,1,0,0,0.0,0,4.01
403,1207,,2.0,4,1912,1.0,7,1912,5.0,1.0,0.0,0.0,91,91,14,4,1,1,1,0,0,0.0,0,4.01
404,1208,,26.0,12,1959,28.0,12,1959,5.0,3.0,1.0,,3,3,17,4,1,1,1,0,0,0.0,0,4.01
405,1209,,15.0,5,1962,15.0,5,1962,5.0,3.0,1.0,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
406,1211,,21.0,8,1935,,10,1935,5.0,3.0,0.0,0.0,72,42,12,3,1,1,1,0,0,0.0,0,4.01
407,1213,,19.0,3,1964,28.0,4,1965,5.0,3.0,,,406,406,17,4,1,2,1,0,0,0.0,0,4.01
408,1214,,,2,1956,,2,1956,5.0,3.0,0.0,0.0,29,1,16,4,0,1,1,0,0,0.0,0,4.01
409,1215,,30.0,5,1958,1.0,7,1958,5.0,3.0,,,33,33,16,4,1,1,1,0,0,0.0,0,4.01
410,1216,,26.0,12,1965,2.0,8,1966,5.0,3.0,0.0,0.0,220,220,16,4,1,2,3,0,0,0.0,0,4.01
411,1217,,5.0,2,1967,24.0,2,1967,5.0,3.0,,,20,20,17,4,1,3,1,0,0,0.0,0,4.01
412,1219,,1.0,1,1919,18.0,11,1920,2.0,1.0,6.0,,688,688,20,5,1,1,1,0,0,0.0,0,4.01
413,1225,,,11,1953,,5,1954,1.0,2.0,0.0,0.0,212,153,14,4,0,1,1,0,0,0.0,0,4.01
414,1226,,5.0,8,1958,9.0,2,1959,5.0,3.0,0.0,0.0,189,189,15,4,1,1,1,0,0,0.0,0,4.01
415,1227,,18.0,6,1961,28.0,12,1961,5.0,3.0,0.0,0.0,194,194,8,3,1,1,1,0,0,0.0,0,4.01
416,1228,,15.0,6,1962,17.0,11,1962,5.0,3.0,1.0,,156,156,17,4,1,1,1,0,0,0.0,0,4.01
417,1229,,14.0,4,1964,1.0,10,1966,4.0,1.0,3.0,,901,901,17,4,1,1,1,0,0,0.0,0,4.01
418,1230,,22.0,6,1967,20.0,7,1967,5.0,3.0,0.0,0.0,29,29,14,4,0,1,1,0,0,0.0,0,4.01
419,1231,,29.0,5,1975,20.0,2,1976,5.0,3.0,2.0,,268,268,17,4,1,1,1,0,0,0.0,0,4.01
420,1232,,2.0,8,1976,30.0,6,1987,5.0,1.0,5.0,,3985,3985,17,4,1,1,2,0,0,0.0,0,4.01
421,1233,,28.0,8,1921,13.0,10,1921,3.0,1.0,,,47,47,17,4,1,1,1,0,0,0.0,0,4.01
