,DispNum3,DispNum4_A,StDay_A,StMon_A,StYear_A,EndDay_A,EndMon_A,EndYear_A,Outcome,Settle,Fatality_A,FatalPre,MaxDur,MinDur,HiAct_A,HostLev_A,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version_A,DispNum4_B,StAbb,ccode,StDay_B,StMon_B,StYear_B,EndDay_B,EndMon_B,EndYear_B,SideA,RevState,RevType1,RevType2,Fatality_B,FataPre,HiAct_B,HostLev_B,Orig,Version_B,Stalemate
98,89,-9.0,21.0,9,1822,13.0,11,1823,1.0,2.0,6.0,-9.0,419,419,20,5,1,4,1,0,0,0.0,0,4.01,-9.0,FRN,220,21.0,9,1822,13.0,11,1823,1,1,2,-9.0,4.0,-9.0,20,5,1,4.01,0
99,89,-9.0,21.0,9,1822,13.0,11,1823,1.0,2.0,6.0,-9.0,419,419,20,5,1,4,1,0,0,0.0,0,4.01,-9.0,SPN,230,21.0,9,1822,13.0,11,1823,0,0,0,-9.0,5.0,-9.0,20,5,1,4.01,0
100,92,-9.0,18.0,2,1964,29.0,2,1964,1.0,2.0,2.0,-9.0,12,12,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,FRN,220,18.0,2,1964,29.0,2,1964,1,1,3,-9.0,1.0,-9.0,17,4,1,4.01,0
101,92,-9.0,18.0,2,1964,29.0,2,1964,1.0,2.0,2.0,-9.0,12,12,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,GAB,481,18.0,2,1964,29.0,2,1964,0,0,0,-9.0,2.0,-9.0,17,4,1,4.01,0
102,95,-9.0,-9.0,10,1909,-9.0,4,1910,4.0,1.0,0.0,0.0,212,153,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,HAI,41,-9.0,10,1909,-9.0,4,1910,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
103,95,-9.0,-9.0,10,1909,-9.0,4,1910,4.0,1.0,0.0,0.0,212,153,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,-9.0,10,1909,-9.0,4,1910,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
104,96,-9.0,26.0,4,1886,7.0,6,1886,4.0,3.0,0.0,0.0,43,43,13,4,0,5,1,0,0,0.0,0,4.01,-9.0,GRC,350,26.0,4,1886,7.0,6,1886,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
105,96,-9.0,26.0,4,1886,7.0,6,1886,4.0,3.0,0.0,0.0,43,43,13,4,0,5,1,0,0,0.0,0,4.01,-9.0,ITA,325,26.0,4,1886,7.0,6,1886,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
106,96,-9.0,26.0,4,1886,7.0,6,1886,4.0,3.0,0.0,0.0,43,43,13,4,0,5,1,0,0,0.0,0,4.01,-9.0,UKG,200,26.0,4,1886,7.0,6,1886,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
107,96,-9.0,26.0,4,1886,7.0,6,1886,4.0,3.0,0.0,0.0,43,43,13,4,0,5,1,0,0,0.0,0,4.01,-9.0,GMY,255,26.0,4,1886,7.0,6,1886,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
108,96,-9.0,26.0,4,1886,7.0,6,1886,4.0,3.0,0.0,0.0,43,43,13,4,0,5,1,0,0,0.0,0,4.01,-9.0,AUH,300,26.0,4,1886,7.0,6,1886,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
109,96,-9.0,26.0,4,1886,7.0,6,1886,4.0,3.0,0.0,0.0,43,43,13,4,0,5,1,0,0,0.0,0,4.01,-9.0,USR,365,26.0,4,1886,7.0,6,1886,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
110,100,-9.0,13.0,12,1914,9.0,9,1915,4.0,1.0,0.0,0.0,271,271,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,HAI,41,13.0,12,1914,9.0,9,1915,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
111,100,-9.0,13.0,12,1914,9.0,9,1915,4.0,1.0,0.0,0.0,271,271,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,13.0,12,1914,9.0,9,1915,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
112,104,-9.0,-9.0,3,1880,-9.0,7,1880,6.0,1.0,0.0,0.0,153,93,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,3,1880,-9.0,7,1880,1,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
113,104,-9.0,-9.0,3,1880,-9.0,7,1880,6.0,1.0,0.0,0.0,153,93,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,3,1880,-9.0,7,1880,0,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
114,106,-9.0,23.0,4,1895,1.0,7,1895,4.0,3.0,0.0,0.0,70,70,7,3,0,3,1,0,0,0.0,0,4.01,-9.0,JPN,740,23.0,4,1895,1.0,7,1895,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
115,106,-9.0,23.0,4,1895,1.0,7,1895,4.0,3.0,0.0,0.0,70,70,7,3,0,3,1,0,0,0.0,0,4.01,-9.0,GMY,255,23.0,4,1895,23.0,4,1895,1,1,2,-9.0,0.0,0.0,1,2,1,4.01,0
116,106,-9.0,23.0,4,1895,1.0,7,1895,4.0,3.0,0.0,0.0,70,70,7,3,0,3,1,0,0,0.0,0,4.01,-9.0,FRN,220,23.0,4,1895,23.0,4,1895,1,1,2,-9.0,0.0,0.0,1,2,1,4.01,0
117,106,-9.0,23.0,4,1895,1.0,7,1895,4.0,3.0,0.0,0.0,70,70,7,3,0,3,1,0,0,0.0,0,4.01,-9.0,USR,365,23.0,4,1895,1.0,7,1895,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
118,108,-9.0,7.0,4,1939,8.0,4,1939,2.0,2.0,-9.0,-9.0,2,2,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,ALB,339,7.0,4,1939,8.0,4,1939,0,0,0,-9.0,-9.0,-9.0,0,1,1,4.01,0
119,108,-9.0,7.0,4,1939,8.0,4,1939,2.0,2.0,-9.0,-9.0,2,2,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,7.0,4,1939,8.0,4,1939,1,1,1,-9.0,1.0,-9.0,14,4,1,4.01,0
120,111,-9.0,22.0,11,1934,9.0,5,1936,1.0,2.0,6.0,-9.0,535,535,20,5,1,2,1,0,0,0.0,0,4.01,-9.0,UKG,200,22.0,8,1935,9.0,5,1936,1,0,0,-9.0,0.0,0.0,7,3,0,4.01,0
121,111,-9.0,22.0,11,1934,9.0,5,1936,1.0,2.0,6.0,-9.0,535,535,20,5,1,2,1,0,0,0.0,0,4.01,-9.0,ETH,530,22.0,11,1934,9.0,5,1936,1,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
122,111,-9.0,22.0,11,1934,9.0,5,1936,1.0,2.0,6.0,-9.0,535,535,20,5,1,2,1,0,0,0.0,0,4.01,-9.0,ITA,325,22.0,11,1934,9.0,5,1936,0,1,1,-9.0,6.0,-9.0,20,5,1,4.01,0
123,112,-9.0,7.0,9,1860,29.0,9,1860,1.0,2.0,6.0,-9.0,23,23,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,FRN,220,10.0,9,1860,29.0,9,1860,0,0,0,-9.0,0.0,0.0,7,3,0,4.01,0
124,112,-9.0,7.0,9,1860,29.0,9,1860,1.0,2.0,6.0,-9.0,23,23,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,ITA,325,7.0,9,1860,29.0,9,1860,1,1,1,-9.0,4.0,-9.0,20,5,1,4.01,0
125,112,-9.0,7.0,9,1860,29.0,9,1860,1.0,2.0,6.0,-9.0,23,23,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,PAP,327,7.0,9,1860,29.0,9,1860,0,0,0,-9.0,5.0,-9.0,20,5,1,4.01,0
126,113,-9.0,18.0,9,1860,13.0,2,1861,1.0,2.0,6.0,-9.0,149,149,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,FRN,220,13.0,11,1860,19.0,1,1861,0,0,0,-9.0,0.0,0.0,7,3,0,4.01,0
127,113,-9.0,18.0,9,1860,13.0,2,1861,1.0,2.0,6.0,-9.0,149,149,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,SIC,329,18.0,9,1860,13.0,2,1861,0,0,0,-9.0,4.0,-9.0,20,5,1,4.01,0
128,113,-9.0,18.0,9,1860,13.0,2,1861,1.0,2.0,6.0,-9.0,149,149,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,ITA,325,18.0,9,1860,13.0,2,1861,1,1,1,-9.0,5.0,-9.0,20,5,1,4.01,0
129,114,-9.0,12.0,9,1911,18.0,10,1911,1.0,1.0,6.0,-9.0,37,37,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,TUR,640,12.0,9,1911,18.0,10,1911,0,1,2,-9.0,6.0,-9.0,20,5,1,4.01,0
130,114,-9.0,12.0,9,1911,18.0,10,1911,1.0,1.0,6.0,-9.0,37,37,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,12.0,9,1911,18.0,10,1911,1,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
131,115,-9.0,29.0,1,1859,12.0,7,1859,2.0,1.0,6.0,-9.0,165,165,20,5,1,2,2,0,0,0.0,0,4.01,-9.0,GMY,255,24.0,6,1859,12.0,7,1859,1,0,0,-9.0,0.0,0.0,10,3,0,4.01,0
132,115,-9.0,29.0,1,1859,12.0,7,1859,2.0,1.0,6.0,-9.0,165,165,20,5,1,2,2,0,0,0.0,0,4.01,-9.0,AUH,300,29.0,1,1859,12.0,7,1859,1,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
133,115,-9.0,29.0,1,1859,12.0,7,1859,2.0,1.0,6.0,-9.0,165,165,20,5,1,2,2,0,0,0.0,0,4.01,-9.0,FRN,220,22.0,4,1859,12.0,7,1859,0,0,0,-9.0,6.0,-9.0,20,5,0,4.01,0
134,115,-9.0,29.0,1,1859,12.0,7,1859,2.0,1.0,6.0,-9.0,165,165,20,5,1,2,2,0,0,0.0,0,4.01,-9.0,ITA,325,29.0,1,1859,12.0,7,1859,0,1,1,-9.0,6.0,-9.0,20,5,1,4.01,0
135,119,-9.0,12.0,3,1885,22.0,5,1885,6.0,1.0,0.0,0.0,72,72,10,3,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,12.0,3,1885,22.0,5,1885,0,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
136,119,-9.0,12.0,3,1885,22.0,5,1885,6.0,1.0,0.0,0.0,72,72,10,3,1,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,12.0,3,1885,22.0,5,1885,1,0,0,-9.0,0.0,0.0,10,3,1,4.01,0
137,123,-9.0,-9.0,4,1845,26.0,3,1846,1.0,2.0,-9.0,-9.0,360,331,17,4,1,2,1,0,0,0.0,0,4.01,-9.0,FRN,220,-9.0,4,1845,26.0,3,1846,1,1,2,-9.0,-9.0,-9.0,13,4,1,4.01,0
138,123,-9.0,-9.0,4,1845,26.0,3,1846,1.0,2.0,-9.0,-9.0,360,331,17,4,1,2,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,4,1845,26.0,3,1846,1,1,2,-9.0,-9.0,-9.0,13,4,1,4.01,0
139,123,-9.0,-9.0,4,1845,26.0,3,1846,1.0,2.0,-9.0,-9.0,360,331,17,4,1,2,1,0,0,0.0,0,4.01,-9.0,ARG,160,-9.0,4,1845,26.0,3,1846,0,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
140,126,-9.0,-9.0,1,1853,25.0,2,1853,4.0,3.0,0.0,0.0,56,26,7,3,0,2,1,0,0,0.0,0,4.01,-9.0,TUR,640,-9.0,1,1853,25.0,2,1853,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
141,126,-9.0,-9.0,1,1853,25.0,2,1853,4.0,3.0,0.0,0.0,56,26,7,3,0,2,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,2,1853,25.0,2,1853,1,1,2,-9.0,0.0,0.0,7,3,0,4.01,0
142,126,-9.0,-9.0,1,1853,25.0,2,1853,4.0,3.0,0.0,0.0,56,26,7,3,0,2,1,0,0,0.0,0,4.01,-9.0,AUH,300,-9.0,1,1853,25.0,2,1853,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
143,127,-9.0,3.0,3,1921,5.0,11,1921,6.0,1.0,0.0,0.0,248,248,14,4,0,4,1,0,0,0.0,0,4.01,-9.0,GMY,255,3.0,3,1921,5.0,11,1921,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
144,127,-9.0,3.0,3,1921,5.0,11,1921,6.0,1.0,0.0,0.0,248,248,14,4,0,4,1,0,0,0.0,0,4.01,-9.0,ITA,325,5.0,5,1921,5.0,5,1921,1,0,0,-9.0,0.0,0.0,3,2,0,4.01,0
145,127,-9.0,3.0,3,1921,5.0,11,1921,6.0,1.0,0.0,0.0,248,248,14,4,0,4,1,0,0,0.0,0,4.01,-9.0,UKG,200,3.0,3,1921,5.0,11,1921,1,0,0,-9.0,0.0,0.0,14,4,1,4.01,0
146,127,-9.0,3.0,3,1921,5.0,11,1921,6.0,1.0,0.0,0.0,248,248,14,4,0,4,1,0,0,0.0,0,4.01,-9.0,BEL,211,3.0,3,1921,5.0,11,1921,1,0,0,-9.0,0.0,0.0,14,4,1,4.01,0
147,127,-9.0,3.0,3,1921,5.0,11,1921,6.0,1.0,0.0,0.0,248,248,14,4,0,4,1,0,0,0.0,0,4.01,-9.0,FRN,220,3.0,3,1921,5.0,11,1921,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
148,128,-9.0,11.0,1,1905,6.0,12,1905,4.0,1.0,0.0,0.0,330,330,14,4,0,5,1,0,0,0.0,0,4.01,-9.0,TUR,640,11.0,1,1905,6.0,12,1905,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
149,128,-9.0,11.0,1,1905,6.0,12,1905,4.0,1.0,0.0,0.0,330,330,14,4,0,5,1,0,0,0.0,0,4.01,-9.0,USR,365,11.0,1,1905,6.0,12,1905,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
150,128,-9.0,11.0,1,1905,6.0,12,1905,4.0,1.0,0.0,0.0,330,330,14,4,0,5,1,0,0,0.0,0,4.01,-9.0,UKG,200,11.0,1,1905,6.0,12,1905,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
151,128,-9.0,11.0,1,1905,6.0,12,1905,4.0,1.0,0.0,0.0,330,330,14,4,0,5,1,0,0,0.0,0,4.01,-9.0,FRN,220,11.0,1,1905,6.0,12,1905,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
152,128,-9.0,11.0,1,1905,6.0,12,1905,4.0,1.0,0.0,0.0,330,330,14,4,0,5,1,0,0,0.0,0,4.01,-9.0,ITA,325,11.0,1,1905,6.0,12,1905,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
153,128,-9.0,11.0,1,1905,6.0,12,1905,4.0,1.0,0.0,0.0,330,330,14,4,0,5,1,0,0,0.0,0,4.01,-9.0,AUH,300,11.0,1,1905,6.0,12,1905,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
154,129,-9.0,18.0,9,1931,31.0,5,1933,1.0,2.0,6.0,-9.0,622,622,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,18.0,9,1931,31.0,5,1933,0,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
155,129,-9.0,18.0,9,1931,31.0,5,1933,1.0,2.0,6.0,-9.0,622,622,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,JPN,740,18.0,9,1931,31.0,5,1933,1,1,1,-9.0,6.0,-9.0,20,5,1,4.01,0
156,131,-9.0,14.0,9,1899,-9.0,4,1900,4.0,1.0,0.0,0.0,229,200,10,3,1,1,2,0,0,0.0,0,4.01,-9.0,KOR,730,14.0,9,1899,-9.0,4,1900,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
157,131,-9.0,14.0,9,1899,-9.0,4,1900,4.0,1.0,0.0,0.0,229,200,10,3,1,1,2,0,0,0.0,0,4.01,-9.0,USR,365,14.0,9,1899,-9.0,4,1900,1,1,4,-9.0,0.0,0.0,7,3,1,4.01,0
158,131,-9.0,14.0,9,1899,-9.0,4,1900,4.0,1.0,0.0,0.0,229,200,10,3,1,1,2,0,0,0.0,0,4.01,-9.0,JPN,740,16.0,3,1900,-9.0,4,1900,0,0,0,-9.0,0.0,0.0,10,3,0,4.01,0
159,133,-9.0,11.0,1,1923,15.0,1,1923,6.0,1.0,-9.0,-9.0,5,5,17,4,1,1,3,0,0,0.0,0,4.01,-9.0,ITA,325,13.0,1,1923,15.0,1,1923,0,0,0,-9.0,-9.0,-9.0,7,3,0,4.01,0
160,133,-9.0,11.0,1,1923,15.0,1,1923,6.0,1.0,-9.0,-9.0,5,5,17,4,1,1,3,0,0,0.0,0,4.01,-9.0,UKG,200,13.0,1,1923,15.0,1,1923,0,0,0,-9.0,-9.0,-9.0,7,3,0,4.01,0
161,133,-9.0,11.0,1,1923,15.0,1,1923,6.0,1.0,-9.0,-9.0,5,5,17,4,1,1,3,0,0,0.0,0,4.01,-9.0,LIT,368,11.0,1,1923,15.0,1,1923,1,1,1,-9.0,-9.0,-9.0,14,4,1,4.01,0
162,133,-9.0,11.0,1,1923,15.0,1,1923,6.0,1.0,-9.0,-9.0,5,5,17,4,1,1,3,0,0,0.0,0,4.01,-9.0,FRN,220,11.0,1,1923,15.0,1,1923,0,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
163,134,-9.0,20.0,3,1939,23.0,3,1939,4.0,3.0,0.0,0.0,4,4,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,LIT,368,20.0,3,1939,23.0,3,1939,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
164,134,-9.0,20.0,3,1939,23.0,3,1939,4.0,3.0,0.0,0.0,4,4,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,20.0,3,1939,23.0,3,1939,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
165,135,-9.0,31.0,10,1861,5.0,2,1867,2.0,2.0,6.0,-9.0,1924,1924,20,5,1,3,1,0,0,0.0,0,4.01,-9.0,SPN,230,31.0,10,1861,8.0,4,1862,1,1,3,-9.0,-9.0,-9.0,14,4,1,4.01,0
166,135,-9.0,31.0,10,1861,5.0,2,1867,2.0,2.0,6.0,-9.0,1924,1924,20,5,1,3,1,0,0,0.0,0,4.01,-9.0,UKG,200,31.0,10,1861,8.0,4,1862,1,1,3,-9.0,-9.0,-9.0,14,4,1,4.01,0
167,135,-9.0,31.0,10,1861,5.0,2,1867,2.0,2.0,6.0,-9.0,1924,1924,20,5,1,3,1,0,0,0.0,0,4.01,-9.0,FRN,220,31.0,10,1861,5.0,2,1867,1,1,3,-9.0,6.0,-9.0,20,5,1,4.01,0
168,135,-9.0,31.0,10,1861,5.0,2,1867,2.0,2.0,6.0,-9.0,1924,1924,20,5,1,3,1,0,0,0.0,0,4.01,-9.0,MEX,70,31.0,10,1861,5.0,2,1867,0,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
169,136,-9.0,9.0,4,1914,23.0,11,1914,1.0,2.0,4.0,-9.0,229,229,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,USA,2,9.0,4,1914,23.0,11,1914,0,1,3,-9.0,2.0,-9.0,17,4,1,4.01,0
170,136,-9.0,9.0,4,1914,23.0,11,1914,1.0,2.0,4.0,-9.0,229,229,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,MEX,70,9.0,4,1914,23.0,11,1914,1,0,0,-9.0,4.0,-9.0,15,4,1,4.01,0
171,139,-9.0,-9.0,12,1934,2.0,2,1935,3.0,2.0,2.0,-9.0,64,34,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,JPN,740,-9.0,12,1934,2.0,2,1935,0,1,1,-9.0,1.0,-9.0,17,4,1,4.01,0
172,139,-9.0,-9.0,12,1934,2.0,2,1935,3.0,2.0,2.0,-9.0,64,34,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,12,1934,2.0,2,1935,1,0,0,-9.0,2.0,-9.0,17,4,1,4.01,0
173,141,-9.0,7.0,6,1880,25.0,2,1881,4.0,1.0,0.0,0.0,264,264,10,3,1,7,1,0,0,0.0,0,4.01,-9.0,GMY,255,14.0,9,1880,25.0,11,1880,1,1,2,-9.0,0.0,0.0,7,3,0,4.01,0
174,141,-9.0,7.0,6,1880,25.0,2,1881,4.0,1.0,0.0,0.0,264,264,10,3,1,7,1,0,0,0.0,0,4.01,-9.0,ITA,325,14.0,9,1880,25.0,11,1880,1,1,2,-9.0,0.0,0.0,7,3,0,4.01,0
175,141,-9.0,7.0,6,1880,25.0,2,1881,4.0,1.0,0.0,0.0,264,264,10,3,1,7,1,0,0,0.0,0,4.01,-9.0,USR,365,14.0,9,1880,25.0,11,1880,1,1,2,-9.0,0.0,0.0,7,3,0,4.01,0
176,141,-9.0,7.0,6,1880,25.0,2,1881,4.0,1.0,0.0,0.0,264,264,10,3,1,7,1,0,0,0.0,0,4.01,-9.0,FRN,220,-9.0,7,1880,25.0,11,1880,1,1,2,-9.0,0.0,0.0,7,3,0,4.01,0
177,141,-9.0,7.0,6,1880,25.0,2,1881,4.0,1.0,0.0,0.0,264,264,10,3,1,7,1,0,0,0.0,0,4.01,-9.0,UKG,200,7.0,6,1880,25.0,2,1881,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
178,141,-9.0,7.0,6,1880,25.0,2,1881,4.0,1.0,0.0,0.0,264,264,10,3,1,7,1,0,0,0.0,0,4.01,-9.0,AUH,300,14.0,9,1880,25.0,11,1880,1,1,2,-9.0,0.0,0.0,7,3,0,4.01,0
179,141,-9.0,7.0,6,1880,25.0,2,1881,4.0,1.0,0.0,0.0,264,264,10,3,1,7,1,0,0,0.0,0,4.01,-9.0,TUR,640,7.0,6,1880,25.0,2,1881,0,0,0,-9.0,0.0,0.0,8,3,1,4.01,0
180,141,-9.0,7.0,6,1880,25.0,2,1881,4.0,1.0,0.0,0.0,264,264,10,3,1,7,1,0,0,0.0,0,4.01,-9.0,GRC,350,16.0,6,1880,25.0,2,1881,1,1,2,-9.0,0.0,0.0,10,3,0,4.01,0
181,146,-9.0,16.0,8,1827,-9.0,4,1828,1.0,2.0,6.0,-9.0,259,230,16,4,1,3,1,0,0,0.0,0,4.01,-9.0,FRN,220,16.0,8,1827,-9.0,4,1828,1,1,2,-9.0,1.0,-9.0,13,4,1,4.01,0
182,146,-9.0,16.0,8,1827,-9.0,4,1828,1.0,2.0,6.0,-9.0,259,230,16,4,1,3,1,0,0,0.0,0,4.01,-9.0,USR,365,16.0,8,1827,-9.0,4,1828,1,1,2,-9.0,1.0,-9.0,13,4,1,4.01,0
183,146,-9.0,16.0,8,1827,-9.0,4,1828,1.0,2.0,6.0,-9.0,259,230,16,4,1,3,1,0,0,0.0,0,4.01,-9.0,UKG,200,16.0,8,1827,-9.0,4,1828,1,1,2,-9.0,1.0,-9.0,13,4,1,4.01,0
184,146,-9.0,16.0,8,1827,-9.0,4,1828,1.0,2.0,6.0,-9.0,259,230,16,4,1,3,1,0,0,0.0,0,4.01,-9.0,TUR,640,16.0,8,1827,-9.0,4,1828,0,0,0,-9.0,6.0,-9.0,16,4,1,4.01,0
185,147,-9.0,-9.0,1,1821,24.0,3,1821,1.0,2.0,2.0,-9.0,83,53,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,AUH,300,-9.0,1,1821,24.0,3,1821,1,1,3,-9.0,1.0,-9.0,17,4,1,4.01,0
186,147,-9.0,-9.0,1,1821,24.0,3,1821,1.0,2.0,2.0,-9.0,83,53,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,SIC,329,-9.0,1,1821,24.0,3,1821,0,0,0,-9.0,2.0,-9.0,17,4,1,4.01,0
187,149,-9.0,18.0,11,1856,26.0,5,1857,6.0,1.0,0.0,0.0,190,190,10,3,1,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,18.0,11,1856,26.0,5,1857,1,1,1,-9.0,0.0,0.0,10,3,1,4.01,0
188,149,-9.0,18.0,11,1856,26.0,5,1857,6.0,1.0,0.0,0.0,190,190,10,3,1,1,1,0,0,0.0,0,4.01,-9.0,SWZ,225,18.0,11,1856,26.0,5,1857,0,0,0,-9.0,0.0,0.0,10,3,1,4.01,0
189,151,-9.0,2.0,5,1926,23.0,9,1926,4.0,2.0,0.0,0.0,145,145,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,NIC,93,2.0,5,1926,23.0,9,1926,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
190,151,-9.0,2.0,5,1926,23.0,9,1926,4.0,2.0,0.0,0.0,145,145,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,2.0,5,1926,23.0,9,1926,1,1,3,-9.0,0.0,0.0,14,4,1,4.01,0
191,152,-9.0,-9.0,12,1896,14.0,6,1898,6.0,1.0,0.0,0.0,561,531,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,12,1896,14.0,6,1898,0,1,1,-9.0,0.0,0.0,17,4,1,4.01,0
192,152,-9.0,-9.0,12,1896,14.0,6,1898,6.0,1.0,0.0,0.0,561,531,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,FRN,220,-9.0,12,1896,14.0,6,1898,1,1,1,-9.0,0.0,0.0,17,4,1,4.01,0
193,153,-9.0,22.0,6,1833,10.0,7,1833,4.0,3.0,0.0,0.0,19,19,7,3,0,2,2,0,0,0.0,0,4.01,-9.0,USR,365,22.0,6,1833,10.0,7,1833,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
194,153,-9.0,22.0,6,1833,10.0,7,1833,4.0,3.0,0.0,0.0,19,19,7,3,0,2,2,0,0,0.0,0,4.01,-9.0,TUR,640,22.0,6,1833,10.0,7,1833,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
195,153,-9.0,22.0,6,1833,10.0,7,1833,4.0,3.0,0.0,0.0,19,19,7,3,0,2,2,0,0,0.0,0,4.01,-9.0,FRN,220,22.0,6,1833,10.0,7,1833,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
196,153,-9.0,22.0,6,1833,10.0,7,1833,4.0,3.0,0.0,0.0,19,19,7,3,0,2,2,0,0,0.0,0,4.01,-9.0,UKG,200,22.0,6,1833,10.0,7,1833,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
197,154,-9.0,26.0,9,1850,29.0,11,1850,6.0,1.0,-9.0,-9.0,65,65,17,4,1,1,6,0,0,0.0,0,4.01,-9.0,GMY,255,26.0,9,1850,29.0,11,1850,1,1,2,-9.0,-9.0,-9.0,14,4,1,4.01,0
198,154,-9.0,26.0,9,1850,29.0,11,1850,6.0,1.0,-9.0,-9.0,65,65,17,4,1,1,6,0,0,0.0,0,4.01,-9.0,AUH,300,26.0,9,1850,29.0,11,1850,0,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
199,154,-9.0,26.0,9,1850,29.0,11,1850,6.0,1.0,-9.0,-9.0,65,65,17,4,1,1,6,0,0,0.0,0,4.01,-9.0,WRT,271,11.0,10,1850,29.0,11,1850,0,0,0,-9.0,-9.0,-9.0,16,4,0,4.01,0
200,154,-9.0,26.0,9,1850,29.0,11,1850,6.0,1.0,-9.0,-9.0,65,65,17,4,1,1,6,0,0,0.0,0,4.01,-9.0,BAV,245,11.0,10,1850,29.0,11,1850,0,0,0,-9.0,-9.0,-9.0,16,4,0,4.01,0
